Synonym,Original_drug
N-acetylcysteine,Acetylcysteine
NAC,Acetylcysteine
Buphenin,Nylidrin
Buphenine,Nylidrin
Pizotyline,Pizotifen
Pentaerithrityl tetranitrate,Pentaerythritol Tetranitrate
ACZ-885,Canakinumab
ACZ885,Canakinumab
chromodax,Romidepsin
MDX-010,Ipilimumab
MDX-101,Ipilimumab
MDX-CTLA-4,Ipilimumab
MOAB-CTLA-4,Ipilimumab
6 9-bis((2-aminoethyl)amino)benzo(g)isoquinoline-5 10-dione,Pixantrone
PIX,Pixantrone
HOE 140 ,Icatibant
Xilep ,Rufinamide
(-)-cis-5 6 7 8-Tetrahydro-6-phenyl-5-(p-(2-(1-pyrrolidinyl)ethoxy)phenyl)-2-naphthol,Lasofoxifene
Alogliptina,Alogliptin
Alogliptine,Alogliptin
Alogliptinum,Alogliptin
SYR-322,Alogliptin
Hyaluronidase human recombinant,Hyaluronidase (Human Recombinant)
Hyaluronidase recombinant human,Hyaluronidase (Human Recombinant)
Hyaluronidase  human,Hyaluronidase (Human Recombinant)
Recombinant human hyaluronidase,Hyaluronidase (Human Recombinant)
Vorhyaluronidase alfa,Hyaluronidase (Human Recombinant)
KAD 3213,Silodosin
KMD 3213 ,Silodosin
Urief,Silodosin
Prasugrel,Prasugrel
Eltrombopag,Eltrombopag
Eltrombopagum,Eltrombopag
Regadenoson anhydrous,Regadenoson
AMI-7228,ferumoxytol
(3R)-1-((1R 2R)-2-(2-(3 4-dimethoxyphenyl)ethoxy)cyclohexyl)pyrrolidin-3-ol,Vernakalant
RSD1235,Vernakalant
Erlosamide,Lacosamide
Harkoseride,Lacosamide
5 31-dichloro-38-de(methoxycarbonyl)-7-demethyl-19-deoxy-56-OÂ_ [2-deoxy-2-[(10-methylundecanoyl)amino]-Î_-D-glucopyranuronosyl]-38-[[3-(dimethylamino)propyl] carbamoyl]-42-O-Î±-D-mannopyranosyl-15-N-methyl(ristomycin A aglycone) hydrochloride,Dalbavancin
dalbavancin B0,Dalbavancin
AS1404,Vadimezan
DMXAA,Vadimezan
(S)-4-(3-Chloro-4-methoxybenzylamino)-2-(2-hydroxymethylpyrrolidin-1-yl)-N-pyrimidin-2-ylmethyl-5-pyrimidinecarboxamide,Avanafil
(RS)-2 5-diamino-2-(difluoromethyl)pentanoic acid,Eflornithine
2-(difluoromethyl)ornithine,Eflornithine
alpha-difluoromethylornithine,Eflornithine
DFMO,Eflornithine
Î±-difluoromethylornithine,Eflornithine
Cimadronate,Incadronic acid
Incadronate,Incadronic acid
4-Hexyloxycarbonyl-2-oxobutylammoniumchloride,Hexaminolevulinate
Hexyl 5-amino-4-oxopentanoate hydrochloride,Hexaminolevulinate
Hexyl(5-amino-4-oxopentanoat)-hydrochlorid,Hexaminolevulinate
Pentanoic acid  5-amino-4-oxo-  hexyl ester  hydrochloride,Hexaminolevulinate
DOPS,Droxidopa
L-Dihydroxyphenylserine,Droxidopa
L-DOPS,Droxidopa
L-threo-dihydroxyphenylserine,Droxidopa
DA-8159,Udenafil
Udenafil,Udenafil
Sitaxsentan,Sitaxentan
Atlizumab,Tocilizumab
Alvimopan anhydrous,Alvimopan
Anhydrous alvimopan,Alvimopan
2-(2-{4-[(R)-(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid,Levocetirizine
Teriparatide recombinant human,Teriparatide
42-[3-Hydroxy-2-(hydroxymethyl)-2-methylpropanoate]rapamycin,Temsirolimus
4-Amino-N-((1-ethyl-2-pyrrolidinyl)methyl)-5-(ethylsulfonyl)-2-methoxybenzamide,Amisulpride
4-Amino-N-((1-ethyl-2-pyrrolidinyl)methyl)-5-(ethylsulfonyl)-O-anisamide,Amisulpride
Aminosultopride,Amisulpride
Amisulprida,Amisulpride
Amisulpridum,Amisulpride
(2S 3R 4R 5S 6R)-2-(4-Chloro-3-(4-ethoxybenzyl)phenyl)-6- (hydroxymethyl)tetrahydro-2H-pyran-3 4 5-triol,Dapagliflozin
HuLuc63,Elotuzumab
Immunoglobulin G1  anti-(human protein CS1) (human-mouse HuLuc63 heavy chain)  disulfide with human-mouse HuLuc63 kappa-chain  dimer,Elotuzumab
Immunoglobulin G1  anti-(human SLAM family member 7 (CD2-like receptor activating cytotoxic cells  CD319 antigen))  humanized mouse monoclonal HuLuc63 gamma-1 heavy chain (222-214')-disulfide with humanized mouse monoclonal HuLuc63 kappa light chain (228-228'';231-231'')-bisdisulfide dimer,Elotuzumab
(1S 3S 5S)-2-((2S)-Amino(3-hydroxytricyclo(3.3.1.13 7)dec-1-yl)acetyl)-2-azabicyclo(3.1.0)hexane-3-carbonitrile,Saxagliptin
Saxagliptin anhydrous,Saxagliptin
2C4 Antibody,Pertuzumab
MOAB 2C4,Pertuzumab
Monoclonal Antibody 2C4,Pertuzumab
Omnitarg,Pertuzumab
rhuMAb-2C4,Pertuzumab
interleukin-1 (IL-1) trap,Rilonacept
abafungina,Abafungin
abafungine,Abafungin
abafunginum,Abafungin
bazedoxifene/conjugated estrogens,Bazedoxifene
Telavancina,Telavancin
TÃ©lavancine,Telavancin
Telavancinum,Telavancin
(2S)-2-[(4 6-dimethylpyrimidin-2-yl)oxy]-3-methoxy- 3 3-diphenylpropanoic acid,Ambrisentan
C1 Esterase Inhibitor (Human),Human C1-esterase inhibitor
C1 inhibitor,Human C1-esterase inhibitor
C1 inhibitor (human),Human C1-esterase inhibitor
C1 inhibitor human,Human C1-esterase inhibitor
C1-esterase inhibitor  human,Human C1-esterase inhibitor
C1-inhibiting factor,Human C1-esterase inhibitor
C1-inhibitor  plasma derived,Human C1-esterase inhibitor
Human C1 inhibitor,Human C1-esterase inhibitor
Human C1-esterase inhibitor,Human C1-esterase inhibitor
Plasma protease C1 inhibitor,Human C1-esterase inhibitor
(1S 3R 5Z 7E 22E)-9 10-Secoergosta-5 7 10 22-tetraene-1 3-diol,Doxercalciferol
1-alpha-hydroxyergocalciferol,Doxercalciferol
1-Hydroxyergocalciferol,Doxercalciferol
1-Hydroxyvitamin D2,Doxercalciferol
1alpha-hydroxyvitamin D2,Doxercalciferol
1Î±-Hydroxyergocalciferol,Doxercalciferol
Doxercalciferol,Doxercalciferol
Doxercalciferolum,Doxercalciferol
17Î_-Hydroxy-2-hydroxymethylidene-17Î±-methyl-3-androstanone,Oxymetholone
Oximetolona,Oxymetholone
Oxymetholon,Oxymetholone
OxymÃ©tholone,Oxymetholone
Oxymetholonum,Oxymetholone
(â€“)-2-[(R)-(diphenylmethyl)sulfinyl]acetamide,Armodafinil
R-modafinil,Armodafinil
Bovactant,Calfactant
Calf lung surfactant extract (CLSE),Calfactant
[dichloro-[[[(2R 3S 4R 5R)-3 4-dihydroxy-5-[6-(2-methylsulfanylethylamino)-2-(3 3 3-trifluoropropylsulfanyl)purin-9-yl]oxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]methyl]phosphonic acid,Cangrelor
Sinnabidol,Dexanabinol
8-((2S 5 6-exo)-5 6-epoxy-2-norbonyl)-1 3-dipropylxanthine,Naxifylline
4 5 6 7-tetrahydroisoxazolo(5 4-c)pyridin-3-ol,Gaboxadol
THIP,Gaboxadol
PA-457,Bevirimat
YK-FH312,Bevirimat
GW 78603,Pazopanib
Pazopanibum,Pazopanib
(6R 7R)-7-[(2Z)-2-ethoxyimino-2-[5-(phosphonoamino)-1 2 4-thiadiazol-3-yl]acetyl]amino]-3-[4-(1-methylpyridin-1-ium-4-yl)-1 3-thiazol-2-yl]sulfanyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate,Ceftaroline fosamil
Ceftarolina fosamilo,Ceftaroline fosamil
Ceftaroline,Ceftaroline fosamil
Ceftaroline fosamil,Ceftaroline fosamil
Ceftarolinum fosamilum,Ceftaroline fosamil
Valdoxan,Agomelatine
4'-N-benzoylstaurosporine,Midostaurin
(2E)-N-hydroxy-3-[4-({[2-(2-methyl-1H-indol-3-yl)ethyl]amino}methyl)phenyl]acrylamide,Panobinostat
panobinostat,Panobinostat
apixabÃ¡n,Apixaban
apixabanum,Apixaban
4-((2 4-Dichloro-5-methoxyphenyl)amino)-6-methoxy-7-(3-(4-methyl-1-piperazinyl)propoxy)-3-quinolinecarbonitrile,Bosutinib
BosulifÂ®,Bosutinib
Bosutinib,Bosutinib
Bosutinib Monohydrate,Bosutinib
SKI 606,Bosutinib
Flupirtine,Flupirtine
axitinib,Axitinib
axitinibum,Axitinib
4-Aminopyridine,Dalfampridine
4-AP,Dalfampridine
4-Pyridinamine,Dalfampridine
4-Pyridylamine,Dalfampridine
Avitrol,Dalfampridine
Dalfampridine,Dalfampridine
Fampridina,Dalfampridine
Fampridine,Dalfampridine
Fampridine-SR,Dalfampridine
Fampridinum,Dalfampridine
gamma-Aminopyridine,Dalfampridine
N07XX07,Dalfampridine
P-Aminopyridine,Dalfampridine
HuMax-CD20,Ofatumumab
Ofatumumab,Ofatumumab
Ofatumumabum,Ofatumumab
Arg34Lys26-(N-Îµ-(Î_-Glu(N-Î±-hexadecanoyl)))-GLP-1[7-37],Liraglutide
Liraglutida,Liraglutide
Liraglutide recombinant,Liraglutide
Liraglutidum,Liraglutide
NÂ_âÅ¶-(hexadecanoyl-gamma-glutamyle)-[34-arginine]GLP-1-(7-37)-peptide,Liraglutide
NÂ_âÅ¶-(N-Hexadecanoyl-L-gamma-glutamyl)-[34-L-arginine]glucagon-like peptide 1-(7-37)-peptide ,Liraglutide
NN 2211,Liraglutide
NN-2211,Liraglutide
NN2211,Liraglutide
NNC 90-1170,Liraglutide
cyclo((4R)-4-(2-aminoethylcarbamoyloxy)-L-prolyl-L-phenylglycyl-D-tryptophyl-L-lysyl-4-O-benzyl-L-tyrosyl-L- phenylalanyl-),Pasireotide
Pasireotida,Pasireotide
PasirÃ©otide,Pasireotide
Pasireotidum,Pasireotide
glucocerebrosidase,prGCD
(S)-1 2 3 4 10 14b-hexahydro-2-methylpyrazino(2 1-a)pyrido(2 3-c)(2)benzazepine,Esmirtazapine
Vilazodona,Vilazodone
Vilazodonum,Vilazodone
SAIK-MS,Laquinimod
Sipuleucel-T,Sipuleucel-T
beta-Hydroxyethylammonium oleate,Ethanolamine Oleate
Ethanolamine oleate,Ethanolamine Oleate
Monoethanolamine oleate,Ethanolamine Oleate
Oldamin,Ethanolamine Oleate
Nitrious oxide,Nitrous oxide
Mepyramine,Mepyramine
N-(P-Methoxybenzyl)-n' n'-dimethyl-N-(alpha-pyridyl)ethylenediamine,Mepyramine
N-[(4-Methoxyphenyl)methyl]-n' n'-dimethyl-N-2-pyridinyl-1 2-ethanediamine,Mepyramine
N' n'-dimethyl-N-(P-methoxybenzyl)-N-(2-pyridyl)ethylenediamine,Mepyramine
Pyranisamine,Mepyramine
pyrilamine,Mepyramine
Aprotinin (bovine),Aprotinin
Aprotinin Biosynthetic,Aprotinin
Aprotinin Bovine,Aprotinin
Aprotinin Concentrated Solution,Aprotinin
Bovine Aprotinin,Aprotinin
Bovine Pancreatic Trypsin Inhibitor,Aprotinin
BPTI,Aprotinin
Fibrinolysis Inhibitor,Aprotinin
Trypsin Inhibitor  Pancreatic Basic,Aprotinin
Mevastatina,Mevastatin
MÃ©vastatine,Mevastatin
mevastatinum,Mevastatin
Balminil,Xylometazoline
Xylomethazoline,Xylometazoline
Dabigatran ,Dabigatran etexilate
Ethyl 3-[[[4-[[[(hexyloxyl)carbonyl]amino]iminomethyl]phenyl]amino]methyl]-1-methyl-1H-benzimidazol-5-yl]carbonyl](pyridin-2-yl)amino] propanoate,Dabigatran etexilate
ABK,Arbekacin
Arbekacina,Arbekacin
Arbekacine,Arbekacin
Arbekacinum,Arbekacin
Habekacin,Arbekacin
Haberacin,Arbekacin
(1R 4S 5R 8S 9R 10S 12R 13R)-10-Methoxy-1 5 9-trimethyl-11 14 15 16-tetraoxatetracyclo[10.3.1.0^{4 13}.0^{8 13}]hexadecane,Artemether
10-Methoxy-1 5 9-trimethyl-(1R 4S 5R 8S 9R 10S 12R 13R)-11 14 15 16-tetraoxatetracyclo[10.3.1.04 13.08 13]hexadecane,Artemether
Artemetero,Artemether
Artemetherum,Artemether
Artemisininelactol methyl ether,Artemether
beta-Artemether,Artemether
beta-Dihydroartemisinin methyl ether,Artemether
Dihydroartemisinin methyl ether,Artemether
Dihydroqinghaosu methyl ether,Artemether
Methyl-dihydroartemisinine,Artemether
SM-224,Artemether
[2-(2-Pyridyl)ethyl]methylamine,Betahistine
2-(beta-Methylaminoethyl)pyridine,Betahistine
2-[2-(Methylamino)ethyl]pyridine,Betahistine
Betahistina,Betahistine
Betahistinum,Betahistine
N-Methyl-2-(2-pyridinyl)ethanamine,Betahistine
N-Methyl-2-pyridineethanamine,Betahistine
Desvenlafaxine,Desvenlafaxine
O-desmethylvenlafaxine,Desvenlafaxine
ODV,Desvenlafaxine
d-threo-methylphenidate,Dexmethylphenidate
D-TMP,Dexmethylphenidate
Dexmethylphenidate,Dexmethylphenidate
FESO,Fesoterodine
Fesoterodine,Fesoterodine
gadolinium(III) 2 2' 2''-(10-((2R 3S )-1 3 4-trihydroxybutan-2-yl)-1 4 7 10-tetraazacyclododecane-1 4 7-triyl)triacetate,Gadobutrol
((3-iodophenyl)methyl)guanidine,Iobenguane
3-iodobenzylguanidine,Iobenguane
m-iodobenzylguanidine,Iobenguane
Metaiodobenzylguanidine,Iobenguane
mIBG,Iobenguane
Gadofosveset,Gadofosveset trisodium
Isometheptene,Isometheptene
(-)-cobefrin,Levonordefrin
alpha-Methylnoradrenaline,Levonordefrin
Corbadrine,Levonordefrin
L-alpha-methylnoradrenaline,Levonordefrin
L-Nordefrin,Levonordefrin
Neo-cobefrin,Levonordefrin
(Â±)-2 7-Dichloro-9-((Z)-p-chlorobenzylidene)-Î±-((dibutylamino)methyl)fluorene-4-methanol,Lumefantrine
2-Dibutylamino-1-[2 7-dichloro-9-(4-chloro-benzylidene)-9H-fluoren-4-yl]-ethanol,Lumefantrine
2-Dibutylamino-1-{2 7-dichloro-9-[1-(4-chloro-phenyl)-meth-(Z)-ylidene]-9H-fluoren-4-yl}-ethanol,Lumefantrine
Benflumetol,Lumefantrine
dl-Benflumelol,Lumefantrine
Acetyl-beta-methylcholine,Methacholine
Acetylmethylcholine,Methacholine
MCh,Methacholine
Methacholine,Methacholine
17-beta-Hydroxy-17-methylandrost-4-en-3-one,Methyltestosterone
17-methyltestosterone,Methyltestosterone
17(alpha)-Methyl-delta(4)-androsten-17(beta)-ol-3-one,Methyltestosterone
17alpha-Methyl-3-oxo-4-androsten-17beta-ol,Methyltestosterone
17alpha-Methyl-delta(4)-androsten-17beta-ol-3-one,Methyltestosterone
17alpha-Methyltestosterone,Methyltestosterone
17beta-Hydroxy-17-methylandrost-4-en-3-one,Methyltestosterone
17Î±-methyl-Î”4-androsten-17Î_-ol-3-one,Methyltestosterone
17Î±-methyltestosterone,Methyltestosterone
4-Androstene-17alpha-methyl-17beta-ol-3-one,Methyltestosterone
Methyltestosterone,Methyltestosterone
Methyltestosteronum,Methyltestosterone
Metiltestosterona,Methyltestosterone
NSC-9701,Methyltestosterone
Nafazolin,Naphazoline
Nivadil,Nilvadipine
17-Deacetylnorgestimate,Norelgestromin
17-Deacylnorgestimate,Norelgestromin
18-Methylnorethindrone oxime,Norelgestromin
D-Norgestrel 3-oxime,Norelgestromin
Deacetylnorgestimate,Norelgestromin
Levonorgestrel 3-oxime,Norelgestromin
Levonorgestrel oxime,Norelgestromin
Norplant 3-oxime,Norelgestromin
Kaliumiodid,Potassium Iodide
KI,Potassium Iodide
Potassium iodide,Potassium Iodide
Fospropofol,Fospropofol
Fosaprepitantum,Fosaprepitant
L-758 298,Fosaprepitant
androstanazol,Stanozolol
androstanazole,Stanozolol
(Des-Gly10 D-Ser(tBu)6 Pro-NHEt9)-LHRH,Buserelin
D-Ser(Tbu)6EA10LHRH,Buserelin
Etilamide,Buserelin
Tiloryth,Buserelin
GA-GCB,Velaglucerase alfa
Imiglucerase,Velaglucerase alfa
Al(OH)3,Aluminum hydroxide
Aluminium hydroxide,Aluminum hydroxide
Aluminium hydroxide gel  dried,Aluminum hydroxide
Aluminium hydroxide  dried,Aluminum hydroxide
Aluminum hydroxide gel  dried,Aluminum hydroxide
Aluminum hydroxide  dried,Aluminum hydroxide
Dried aluminium hydroxide,Aluminum hydroxide
Dried aluminum hydroxide gel,Aluminum hydroxide
CaCO3,Calcium Carbonate
Calcium carbonate,Calcium Carbonate
Calcium carbonate (1:1),Calcium Carbonate
Calciumcarbonat,Calcium Carbonate
Carbonate de calcium,Calcium Carbonate
Carbonato de calcio,Calcium Carbonate
Carbonic acid calcium salt (1:1),Calcium Carbonate
Chalk,Calcium Carbonate
E 170,Calcium Carbonate
Kalziumkarbonat,Calcium Carbonate
Kohlensaurer kalk,Calcium Carbonate
Precipitated calcium carbonate,Calcium Carbonate
Chlortenoxicam,Lornoxicam
Lornoxicamum,Lornoxicam
Bufuralolum,Bufuralol
(-)-sparteine,Sparteine
d-Sparteine,Sparteine
Esparteina,Sparteine
Genisteine,Sparteine
lupinidine,Sparteine
Pachycarpine,Sparteine
Sparteinum,Sparteine
Sparteinum sulfuricum,Sparteine
Aminobenzene,Aniline
Aminophen,Aniline
Anilin,Aniline
Anilina,Aniline
Aniline oil,Aniline
Anilinum,Aniline
Benzenamine,Aniline
Benzeneamine,Aniline
Fentanyl impurity F,Aniline
Huile d'aniline,Aniline
Kyanol,Aniline
Phenylamine,Aniline
Trimethoprim specified impurity K,Aniline
1-Phenyl-5-sulfanilamidopyrazole,Sulfaphenazole
3-(P-Aminobenzenesulfonamido)-2-phenylpyrazole,Sulfaphenazole
5-Sulfanilamido-1-phenylpyrazole,Sulfaphenazole
N'-(1-phenylpyrazol-5-yl)sulfanilamide,Sulfaphenazole
N(1)-(1-Phenylpyrazol-5-yl)sulfanilamide,Sulfaphenazole
Sulfabid,Sulfaphenazole
Sulfafenazol,Sulfaphenazole
Sulfafenazolo,Sulfaphenazole
Sulfaphenazol,Sulfaphenazole
Sulfaphenazolum,Sulfaphenazole
Sulphaphenazole,Sulfaphenazole
Gestoden,Gestodene
Gestodene,Gestodene
Gestodeno,Gestodene
Gestodenum,Gestodene
SH b 331,Gestodene
(S)-norfluoxetine,Seproxetine
5 6-benzoflavone,beta-Naphthoflavone
beta-NF,beta-Naphthoflavone
Setamycin,Bafilomycin B1
Enclomifeno,Enclomiphene
Enclomifenum,Enclomiphene
trans-Clomifene,Enclomiphene
trans-Clomiphene,Enclomiphene
2-[(2 6-dichlorophenyl)amino]benzeneacetic acid carboxymethyl ester,Aceclofenac
2-[(2 6-dichlorophenyl)amino]phenylacetoxyacetic acid,Aceclofenac
2-[(2' 6'-dichlorophenyl)amino]phenylacetoxyacetic acid,Aceclofenac
Aceclofenac,Aceclofenac
acÃ©clofÃ©nac,Aceclofenac
Aceclofenac betadex,Aceclofenac
Aceclofenaco,Aceclofenac
Aceclofenacum,Aceclofenac
glycolic acid [o-(2 6-dichloroanilino)phenyl]acetate ester,Aceclofenac
PR-82/3,Aceclofenac
Zaltoprofen,Zaltoprofen
Zaltoprofene,Zaltoprofen
Zaltoprofeno,Zaltoprofen
Zaltoprofenum,Zaltoprofen
Cetobemidona,Ketobemidone
Cetobemidone,Ketobemidone
Cetobemidonum,Ketobemidone
Cliradon,Ketobemidone
Cymidon,Ketobemidone
Ketobemidone,Ketobemidone
Ketodur,Ketobemidone
Ketogan,Ketobemidone
Ketorax,Ketobemidone
2-(4-(1 1-Dimethylethyl)cyclohexyl)-3-hydroxy-1 4-naphthalenedione,BW-A 58C
2-(4-tert-butylcyclohexyl)-3-hydroxy-1 4-naphthoquinone,BW-A 58C
2-(4'-t-Butylcyclohexyl)-3-hydroxy-1 4-naphthoquinone,BW-A 58C
2-[4-(1 1-Dimethylethyl)cyclohexyl]-3-hydroxy-1 4-naphthalenedione,BW-A 58C
Ambroxolum,Ambroxol
Bisolvon metabolite vIII,Ambroxol
Bromhexine metabolite vIII,Ambroxol
Bromhexine-metabolite vIII,Ambroxol
Cyclohexanol  4-((2-amino-3 5-dibromobenzyl)amino)- (E)-,Ambroxol
N-(2-Amino-3 4-dibromociclohexil)-trans-4-aminociclohexanol,Ambroxol
N-(2-Amino-3 4-dibromocyclohexyl)-trans-4-aminocyclohexanol,Ambroxol
trans-4-((2-Amino-3 5-dibromobencil)amino)ciclohexanol,Ambroxol
trans-4-((2-Amino-3 5-dibromobenzyl)amine)cyclohexanol,Ambroxol
trans-4-((2-Amino-3 5-dibromobenzyl)amino)cyclohexanol,Ambroxol
Ginkgolide a,ginkgolide-A
ginsenoside Rb2,Ginsenoside C
Arasaponin E1,ginsenoside Rb1
GRb 1,ginsenoside Rb1
Gynosaponin c,ginsenoside Rb1
Gypenoside III,ginsenoside Rb1
Panax saponin e,ginsenoside Rb1
Pseudoginsenoside d,ginsenoside Rb1
Sanchinoside E1,ginsenoside Rb1
Ginsenoside A2,Ginsenoside Rg1
Panaxoside A,Ginsenoside Rg1
Sanchinoside C1,Ginsenoside Rg1
Drotaverin,Drotaverine
Drotin,Drotaverine
beta-carotene,Beta carotene
Betacarotene,Beta carotene
2-(Trimethylammonio)Acetate,Glycine betaine
2-N N N-trimethylammonio acetate,Glycine betaine
2-trimethylammonioacetate,Glycine betaine
abromine,Glycine betaine
acidol,Glycine betaine
Betaine,Glycine betaine
Glycinebetaine,Glycine betaine
N N N-trimethylammonioacetate,Glycine betaine
N N N-Trimethylglycine,Glycine betaine
TMG,Glycine betaine
Trimethylaminoacetate,Glycine betaine
Trimethylammonioacetate,Glycine betaine
Trimethylglycine,Glycine betaine
trimethylglycocoll,Glycine betaine
(RS)-2-(1 2 3 4-tetrahydronaphthalen-1-yl)-4 5-dihydro-1H-imidazole,Tetryzoline
Tetrahydrozoline,Tetryzoline
Tetrizolina,Tetryzoline
Tetryzolin,Tetryzoline
TÃ©tryzoline,Tetryzoline
Tetryzolinum,Tetryzoline
6 11-Dihydro-11-(1-Methyl-4-piperidinylidene)-5H-iMidazo[2 1-b][3]benzazepine-3-carboxaldehyde,Alcaftadine
Alcaftadina,Alcaftadine
Alcaftadinum,Alcaftadine
Vilasta,Alcaftadine
Ammonium (+-)-lactate,Ammonium lactate
Lactic acid ammonium salt,Ammonium lactate
Ribomustine,Bendamustine
(Hydroxymethyl)benzene,Benzyl alcohol
Alcoholum benzylicum,Benzyl alcohol
Alcool benzylique,Benzyl alcohol
Alcoolbenzylique,Benzyl alcohol
alpha-Hydroxytoluene,Benzyl alcohol
alpha-Toluenol,Benzyl alcohol
Aromatic alcohol,Benzyl alcohol
Bentalol,Benzyl alcohol
Benzalalcohol,Benzyl alcohol
Benzalcohol,Benzyl alcohol
Benzenecarbinol,Benzyl alcohol
Benzenemethanol,Benzyl alcohol
Benzoyl alcohol,Benzyl alcohol
Benzyl alcohol,Benzyl alcohol
Benzylalkohol,Benzyl alcohol
Benzylic alcohol,Benzyl alcohol
Hydroxymethylbenzene,Benzyl alcohol
Phenylcarbinol,Benzyl alcohol
Phenylmethanol,Benzyl alcohol
Phenylmethyl alcohol,Benzyl alcohol
Cabazitaxelum,Cabazitaxel
Taxoid XRP6258,Cabazitaxel
TXD258,Cabazitaxel
XRP6258,Cabazitaxel
Calcitonin (human synthetic),Human calcitonin
Calcitonin (human),Human calcitonin
Calcitonin human,Human calcitonin
Calcitonin  human,Human calcitonin
Calcitonin  human synthetic,Human calcitonin
(E)-8-Methyl-N-vanillyl-6-nonenamide,Capsaicin
Isodecenoic acid vanillylamide,Capsaicin
trans-8-Methyl-N-vanillyl-6-nonenamide,Capsaicin
(2S)-2-(Carbamoylamino)pentanedioic acid,Carglumic Acid
(S)-2-ureidopentanedioic acid,Carglumic Acid
Acide carglumique,Carglumic Acid
Acido carglumico,Carglumic Acid
Acidum carglumicum,Carglumic Acid
Carbamino-L-glutamic acid,Carglumic Acid
Carbamylglutamic acid,Carglumic Acid
L-N-Carbamoylglutamic acid,Carglumic Acid
N-Carbamoyl-L-Glutamic Acid,Carglumic Acid
N-Carbamyl-L-glutamate,Carglumic Acid
N-Carbamylglutamate,Carglumic Acid
Ureidoglutaric acid,Carglumic Acid
3alpha 7alpha-Dihydroxy-5beta-cholanic acid,Chenodeoxycholic acid
7alpha-Hydroxylithocholic acid,Chenodeoxycholic acid
Anthropodeoxycholic acid,Chenodeoxycholic acid
Anthropodesoxycholic acid,Chenodeoxycholic acid
CDCA,Chenodeoxycholic acid
Chenic acid,Chenodeoxycholic acid
Chenocholic acid,Chenodeoxycholic acid
Chenodeoxycholic acid,Chenodeoxycholic acid
Chenodesoxycholic acid,Chenodeoxycholic acid
Chenodiol,Chenodeoxycholic acid
Gallodesoxycholic acid,Chenodeoxycholic acid
Copper monosulfate,Cupric sulfate
Copper monosulphate,Cupric sulfate
Copper sulfate,Cupric sulfate
Copper sulfate (1:1),Cupric sulfate
Copper sulphate,Cupric sulfate
Copper(2+) sulfate,Cupric sulfate
Copper(II) sulphate,Cupric sulfate
Cupric sulfate  anhydrous,Cupric sulfate
Cupric sulphate anhydrous,Cupric sulfate
Cupric sulphate  anhydrous,Cupric sulfate
alpha-heparin,Dalteparin
DFBA,Difluprednate
Difluoroprednisolone butyrate acetate,Difluprednate
1 2-Dimercapto-3-propanol,Dimercaprol
1 2-Dithioglycerol,Dimercaprol
2 3-Dimercapro,Dimercaprol
2 3-Dimercapto-1-propanol,Dimercaprol
2 3-Dimercaptol-1-propanol,Dimercaprol
2 3-Dimercaptopropanol,Dimercaprol
2 3-Dithiopropanol,Dimercaprol
2 3-Mercaptopropan-1-ol,Dimercaprol
2 3-Mercaptopropanol,Dimercaprol
3-Hydroxy-1 2-propanedithiol,Dimercaprol
alpha beta-Dithioglycerol,Dimercaprol
BAL,Dimercaprol
British Anti-Lewisite,Dimercaprol
British antilewisite,Dimercaprol
Dimercaprolum,Dimercaprol
Dimercaptopropanol,Dimercaprol
Dithioglycerine,Dimercaprol
Dithioglycerol,Dimercaprol
Sulfactin,Dimercaprol
Berlin blue,Prussian blue
Ferric ferrocyanide,Prussian blue
Ferric hexacyanoferrate,Prussian blue
Ferric hexacyanoferrate(II),Prussian blue
Ferrocin,Prussian blue
Iron(III) ferrocyanide,Prussian blue
Iron(III) hexacyanoferrate(II),Prussian blue
Paris blue,Prussian blue
Parisian blue,Prussian blue
Prussian blue insoluble,Prussian blue
Gallium (67 Ga) citrate,Gallium citrate Ga 67
Gallium citrate Ga-67,Gallium citrate Ga 67
Gallium-67 Citrate,Gallium citrate Ga 67
(4aS 4bR 5S 6aS 6bS 9aR 10aS 10bS)-6b-(chloroacetyl)-4b-fluoro-5-hydroxy-4a 6a 8 8-tetramethyl-3 4 4a 4b 5 6 6a 6b 9a 10 10a 10b 11 12-tetradecahydro-2H-naphtho[2' 1':4 5]indeno[1 2-d][1 3]dioxol-2-one,Halcinonide
Halcinonid,Halcinonide
Halcinonida,Halcinonide
Halcinonide,Halcinonide
Halcinonidum,Halcinonide
[(im-Bzl)-D-His6 Pro9-NEt]-gonadotropin releasing hormone,Histrelin
5-oxo-L-prolyl-L-histidyl-L-tryptophyl-L-seryl-L-tyrosyl-1-benzyl-D-histidyl-L-leucyl-L-arginyl-N-ethyl-L-prolinamide,Histrelin
"5-oxo-L-prolyl-L-histidyl-L-tryptophyl-L-seryl-L-tyrosyl-NÏ„-benzyl-D-histidyl-L-leucyl-L-arginyl-N-ethyl-L-prolinamide	",Histrelin
histrelina,Histrelin
histreline,Histrelin
histrelinum,Histrelin
L-pyroglutamyl-L-histidyl-L-tryptophyl-L-seryl-L-tyrosyl-D-Nim-benzyl-histidyl-L-leucyl-L-arginyl-L-proline ethylamide,Histrelin
